Id,method,comment,isConsistent,tokensLength
5683,"public STStrokeArrowLength getStartarrowlength() {
        return startarrowlength;
    }",Gets the value of the startarrowlength property.,0,19
5950,"static Gen<Long> choose(long min, long max) {
        if (min > max) {
            throw new IllegalArgumentException(String.format(""min > max: %s > %s"", min, max));
        }
        if (min == max) {
            return ignored -> min;
        } else {
            return random -> {
                final double d = random.nextDouble();
                return (long) ((d * max) + ((1.0 - d) * min) + d);
            };
        }
    }","Chooses a long between min and max, bounds inclusive and numbers equally distributed.",0,167
7328,"public boolean match(Project p) {
        return compiledPattern.matcher(p.getName()).matches();
    }",Test group for a match,0,35
6032,"Set<String> jbossSchemaNames() {
        return getSchemas().keySet();
    }",A collection of the schema names.,0,26
6326,"public static List<String> getInputArguments() {
        if (Lazy.runtimeMXBean == null) {
            return null;
        }
        return Lazy.runtimeMXBean.getInputArguments();
    }",Gets the input arguments passed to the Java virtual machine which does not include the arguments to the  main method.,0,55
6421,"public Object convertId(Object id) {

		if (id == null) {
			return null;
		}

		if (id instanceof String) {
			return ObjectId.isValid(id.toString()) ? conversionService.convert(id, ObjectId.class) : id;
		}

		try {
			return conversionService.canConvert(id.getClass(), ObjectId.class) ? conversionService
					.convert(id, ObjectId.class) : delegateConvertToMongoType(id, null);
		} catch (ConversionException o_O) {
			return delegateConvertToMongoType(id, null);
		}
	}",Converts the given raw id value into either  ObjectId or  String.,0,170
6504,"public static Response getRedirectResponse(final String url, final Map<String, String> parameters) {
        final var builder = new StringBuilder(parameters.size() * CONST_REDIRECT_RESPONSE_MULTIPLIER + CONST_REDIRECT_RESPONSE_BUFFER);
        final var sanitizedUrl = sanitizeUrl(url);
        LOGGER.debug(""Sanitized URL for redirect response is [{}]"", sanitizedUrl);
        final var fragmentSplit = Splitter.on(""#"").splitToList(sanitizedUrl);
        builder.append(fragmentSplit.get(0));
        final var params = parameters.entrySet().stream().filter(entry -> entry.getValue() != null).map(entry -> {
            String param;
            try {
                param = String.join(""="", entry.getKey(), EncodingUtils.urlEncode(entry.getValue()));
            } catch (final Exception e) {
                param = String.join(""="", entry.getKey(), entry.getValue());
            }
            return param;
        }).collect(Collectors.joining(""&""));
        if (!(params == null || params.isEmpty())) {
            builder.append(url.contains(""?"") ? ""&"" : ""?"");
            builder.append(params);
        }
        if (fragmentSplit.size() > 1) {
            builder.append('#');
            builder.append(fragmentSplit.get(1));
        }
        final var urlRedirect = builder.toString();
        LOGGER.debug(""Final redirect response is [{}]"", urlRedirect);
        return new DefaultResponse(ResponseType.REDIRECT, urlRedirect, parameters);
    }",Gets the redirect response.,0,449
7414,"public boolean isBatchingAckTrackerEmpty() {
        return consumers.stream().allMatch(ConsumerImpl::isBatchingAckTrackerEmpty);
    }",helper method that returns current state of data structure used to track acks for batch messages,0,31
7605,"public double distanceSquared(Vector o) {
        return NumberConversions.square(x - o.x) + NumberConversions.square(y - o.y) + NumberConversions.square(z - o.z);
    }",Get the squared distance between this vector and another.,0,63
7679,"public Action cancelled(AtmosphereRequest req, AtmosphereResponse res)
            throws IOException, ServletException {

        synchronized (req) {
            SessionTimeoutSupport.restoreTimeout(req);

            AtmosphereResourceImpl r = null;
            try {
                if (trackActiveRequest) {
                    long l = (Long) req.getAttribute(MAX_INACTIVE);
                    if (l == -1) {
                        // The closedDetector closed the connection.
                        return timedoutAction;
                    }
                    req.setAttribute(MAX_INACTIVE, (long) -1);
                }

                logger.debug(""Cancelling the connection for request {}"", req);

                r = (AtmosphereResourceImpl) req.resource();
                if (r != null) {
                    r.getAtmosphereResourceEvent().setCancelled(true);
                    invokeAtmosphereHandler(r);

                    try {
                        r.getResponse().getOutputStream().close();
                    } catch (Throwable t) {
                        try {
                            r.getResponse().getWriter().close();
                        } catch (Throwable t2) {
                        }
                    }
                }
            } catch (Throwable ex) {
                // Something wrong happenned, ignore the exception
                logger.debug(""failed to cancel resource: "" + r, ex);
            } finally {
                config.framework().notify(Action.TYPE.CANCELLED, req, res);
                try {
                    if (r != null) {
                        r.notifyListeners();
                        r.setIsInScope(false);
                        r.cancel();
                    }
                } catch (Throwable t) {
                    logger.trace(""cancel"", t);
                } finally {
                    if (r != null) {
                        destroyResource(r);
                    }
                }
            }
        }

        return cancelledAction;
    }",All proprietary Comet based  Servlet must invoke the cancelled method when the underlying WebServer detect that the client closed the connection.,0,468
6522,"public boolean isMappable() {
      
      boolean isNotClassAttribute = !delegate.getName().equals(""class"");
      boolean hasGetter = delegate.getReadMethod() != null;
      boolean hasField = ReflectionUtils.findField(owningType, delegate.getName()) != null;
      
      return isNotClassAttribute && hasGetter && hasField;
    }",Returns whether the underlying property is actually mappable.,0,101
5583,"public RadiusAuthenticator getRadiusAuthenticator() {
        return RadiusClient.getAuthProtocol(radiusServerConfigurationContext.getProtocol().getName());
    }",Gets radius authenticator.,0,32
6241,"public Date getLastActive()
    {
        return lastActive;
    }",Get the EPerson's last-active stamp.,0,20
6152,"public String getFullRequestUrl() {
        return UrlUtils.buildFullRequestUrl(this.getScheme(), this.getServerName(), this.getServerPort(), this.getContextPath(),
        this.getRequestURL(), this.getServletPath(), this.getRequestURI(), this.getPathInfo(), this.getQueryString());
    }",Indicates the URL that the user agent used for this request.,0,85
5673,"private SC_HANDLE openServiceControlManager(String machine, int access) {
    return advapi32.OpenSCManager(machine, null, access);
  }",Get a handle to the ServiceControlManager.,0,38
6910,"public String getPrivacyStatementURL() {
        final Collection<String> items = getPrivacyStatementURLs();
        if (items.isEmpty()) {
            return this.registeredService.getPrivacyUrl();
        }
        return StringUtils.collectionToDelimitedString(items, ""."");
    }",Gets privacy statement uRL.,0,74
5294,"public static boolean isClientSASLEnabled() {
    return Boolean.valueOf(System.getProperty(
        ZookeeperConfigOptions.PROP_ZK_ENABLE_SASL_CLIENT, ""true""));
  }",Is the system property enabling the SASL client set?,0,40
5735,"public boolean isSuppressed(String warningId) {
    return suppressions.contains(warningId);
  }",Extends a set of suppressed warnings with the contents of any SuppressWarnings annotations on the given symbol.,0,27
7647,"public User executeAs(Function<Response, Response> handler) {
            Type type = new TypeToken<User>(){}.getType();
            return execute(handler).as(type);
        }",GET /user/username,0,59
7752,"protected Iterable<Object> toIterable(Object result) {
        return FpKit.toCollection(result);
    }",Converts an object that is known to should be an Iterable into one,0,30
6581,"public String getCoords() {
        if(decimalCoords!=null){
            return decimalCoords;
        }else if (latitude!=null && latitudeRef!=null && longitude!=null && longitudeRef!=null) {
            Timber.d(""Latitude: %s %s"", latitude, latitudeRef);
            Timber.d(""Longitude: %s %s"", longitude, longitudeRef);

            decimalCoords = getDecimalCoords(latitude, latitudeRef, longitude, longitudeRef);
            return decimalCoords;
        } else {
            return null;
        }
    }","Extracts geolocation (either of image from EXIF data, or of user)",0,145
5878,"public KaleoTimer addKaleoTimer(KaleoTimer kaleoTimer)
		throws SystemException {
		kaleoTimer.setNew(true);

		return kaleoTimerPersistence.update(kaleoTimer, false);
	}",Adds the kaleo timer to the database.,0,45
5649,"private Object readResolve() {
            return SHORT_PREFIX_STYLE;
        }",Ensure Singleton after serialization.,0,19
6923,"public static Tag uri(HttpServletRequest request, HttpServletResponse response) {
		if (request != null) {
			String pattern = getMatchingPattern(request);
			if (pattern != null) {
				return Tag.of(""uri"", pattern);
			}
			else if (response != null) {
				HttpStatus status = extractStatus(response);
				if (status != null && status.is3xxRedirection()) {
					return URI_REDIRECTION;
				}
				if (status != null && status.equals(HttpStatus.NOT_FOUND)) {
					return URI_NOT_FOUND;
				}
			}
			String pathInfo = getPathInfo(request);
			if (pathInfo.isEmpty()) {
				return URI_ROOT;
			}
		}
		return URI_UNKNOWN;
	}",Creates a  uri tag based on the URI of the given  request.,0,226
7371,"protected static Comparable getValue(@Nonnull String input, @Nonnull FieldSpec.DataType dataType) {
    try {
      if (dataType != FieldSpec.DataType.BYTES) {
        return (Comparable) dataType.convert(input);
      } else {
        return new ByteArray(BytesUtils.toBytes(input));
      }
    } catch (Exception e) {
      throw new BadQueryRequestException(e);
    }
  }",Helper method to get value of the specified type from the given string.,0,120
6280,"public boolean isMessageFlagged() {
      return isMessageFlagged(getMessage());
    }",Returns if message is read,0,24
6971,"private NodeInfo[] generateOrderedNodeInfos(Collection<WorkerInfo> workerInfos) {
    NodeInfo[] ret = new NodeInfo[workerInfos.size()];
    int index = 0;
    for (WorkerInfo workerInfo : workerInfos) {
      ret[index ++] = new NodeInfo(workerInfo);
    }

    Arrays.sort(ret, new Ordering<NodeInfo>() {
      @Override
      public int compare(NodeInfo info0, NodeInfo info1) {
        return info0.getHost().compareTo(info1.getHost());
      }
    });

    return ret;
  }",Order the nodes by hostName and generate NodeInfo list for UI display,0,165
6637,"public int size() {
        return (int) collection.getCount(getQuery(), getKeysWanted(), findModel.getLimit(), findModel.getSkip(), getReadPreference(),
                                         findModel.getMaxTime(MILLISECONDS), MILLISECONDS);
    }",Counts the number of objects matching the query this does take limit/skip into consideration,0,66
6709,"public static boolean hasMetadata(InputStream is) {
        try {
            List<BibEntry> l = XMPUtil.readXMP(is);
            return !l.isEmpty();
        } catch (EncryptionNotSupportedException ex) {
            LOGGER.info(""Encryption not supported by XMPUtil"");
            return false;
        } catch (IOException e) {
            LOGGER.error(""XMP reading failed"", e);
            return false;
        }
    }","Will try to read XMP metadata from the given file, returning whether metadata was found.",0,118
5709,"public static Vector<Character> ofAll(char[] array) {
        Objects.requireNonNull(array, ""array is null"");
        return Vector.ofAll(() -> Iterator.ofAll(array));
    }",Creates a Vector based on the elements of a char array.,0,59
7035,"private Optional<Boolean> assertConnectorAndTasksRunning(String connectorName, int numTasks) {
        return assertConnectorState(
            connectorName,
            AbstractStatus.State.RUNNING,
            numTasks,
            AbstractStatus.State.RUNNING);
    }",Confirm that a connector with an exact number of tasks is running.,0,55
6849,"private static String getContents(String fileName) {
        InputStream stream = InfinispanClientProducer.class.getResourceAsStream(fileName);
        try (Scanner scanner = new Scanner(stream, ""UTF-8"")) {
            return scanner.useDelimiter(""\\A"").next();
        }
    }",Reads all the contents of the file as a single string using default charset,0,81
7887,"public int yylex() throws java.io.IOException {
    int yy_input;
    int yy_action;

    // cached fields:
    int yy_currentPos_l;
    int yy_startRead_l;
    int yy_markedPos_l;
    int yy_endRead_l = yy_endRead;
    char[] yy_buffer_l = yy_buffer;
    char[] yycmap_l = yycmap;

    int[] yytrans_l = yytrans;
    int[] yy_rowMap_l = yy_rowMap;
    byte[] yy_attr_l = YY_ATTRIBUTE;

    while (true) {
      yy_markedPos_l = yy_markedPos;

      yy_action = -1;

      yy_startRead_l = yy_currentPos_l = yy_currentPos = yy_startRead = yy_markedPos_l;

      yy_state = yy_lexical_state;


      yy_forAction: {
        while (true) {

          if (yy_currentPos_l < yy_endRead_l) {
            yy_input = yy_buffer_l[yy_currentPos_l++];
          } else if (yy_atEOF) {
            yy_input = YYEOF;
            break yy_forAction;
          } else {
            // store back cached positions
            yy_currentPos = yy_currentPos_l;
            yy_markedPos = yy_markedPos_l;
            boolean eof = yy_refill();
            // get translated positions and possibly new buffer
            yy_currentPos_l = yy_currentPos;
            yy_markedPos_l = yy_markedPos;
            yy_buffer_l = yy_buffer;
            yy_endRead_l = yy_endRead;
            if (eof) {
              yy_input = YYEOF;
              break yy_forAction;
            } else {
              yy_input = yy_buffer_l[yy_currentPos_l++];
            }
          }
          int yy_next = yytrans_l[yy_rowMap_l[yy_state] + yycmap_l[yy_input]];
          if (yy_next == -1) {
            break yy_forAction;
          }
          yy_state = yy_next;

          int yy_attributes = yy_attr_l[yy_state];
          if ((yy_attributes & 1) == 1) {
            yy_action = yy_state;
            yy_markedPos_l = yy_currentPos_l;
            if ((yy_attributes & 8) == 8) {
              break yy_forAction;
            }
          }

        }
      }

      // store back cached position
      yy_markedPos = yy_markedPos_l;

      switch (yy_action) {

        case 4:
        case 9:
        case 10:
        case 13:
          {
            return ACCEPT;
          }
        case 19:
          break;
        case 5:
        case 6:
        case 7:
          {
            return IGNORE;
          }
        case 20:
          break;
        case 2:
          {
            return IGNORE;
          }
        case 21:
          break;
        case 15:
          {
            yybegin(SENTENCE);
            /* System.out.println(""Beginning of sentence""); */
            return ACCEPT;
          }
        case 22:
          break;
        case 3:
          {
            System.out.print(yytext());
          }
        case 23:
          break;
        case 16:
        case 17:
          {
            yybegin(YYINITIAL);
            /* System.out.println(""End of sentence""); */
            return ACCEPT;
          }
        case 24:
          break;
        default:
          if (yy_input == YYEOF && yy_startRead == yy_currentPos) {
            yy_atEOF = true;
            return YYEOF;
          } else {
            yy_ScanError(YY_NO_MATCH);
          }
      }
    }
  }","Resumes scanning until the next regular expression is matched, the end of input is encountered or an I/O-Error occurs.",0,838
6315,"public RegisterValue asValue(PlatformKind kind) {
        if (values.containsKey(kind)) {
            return values.get(kind);
        } else {
            RegisterValue ret = new RegisterValue(kind, this);
            values.put(kind, ret);
            return ret;
        }
    }",Gets this register as a plain RegisterValue value with a specified kind.,0,87
6560,"public static String toString(Collection<?> collection, String separator) {
		if (collection == null) {
			return null;
		}

		String asString =
			collection.stream().map(o -> o.toString()).collect(Collectors.joining(separator));
		return ""[ "" + asString + "" ]"";
	}","Turn the given data into an attractive string, with the separator of your choosing",0,107
5832,"public MetaRegion getMetaRegionForRow(final byte [] row)
  throws NotAllMetaRegionsOnlineException {
    if (!areAllMetaRegionsOnline()) {
      throw new NotAllMetaRegionsOnlineException();
    }
    // Row might be in -ROOT- table.  If so, return -ROOT- region.
    int prefixlen = META_REGION_PREFIX.length;
    if (row.length > prefixlen &&
     Bytes.compareTo(META_REGION_PREFIX, 0, prefixlen, row, 0, prefixlen) == 0) {
    	return new MetaRegion(this.master.getRootRegionLocation(), HRegionInfo.ROOT_REGIONINFO);
    }
    return this.onlineMetaRegions.floorEntry(row).getValue();
  }",Get metaregion that would host passed in row.,0,154
7727,"private Iterable<TransactionObserver> observers() {
		if ( observers == null || observers.isEmpty() ) {
			return Collections.emptyList();
		}
		else {
			return new ArrayList<>( observers );
		}
	}","Needed because while iterating the observers list and executing the before/update callbacks, some observers might get removed from the list.",0,77
7688,"public static void main(String[] args) throws IOException, ClassNotFoundException {
    RedwoodConfiguration.standard().apply();  // Disable SLF4J crap.
    ArgumentParser.fillOptions(KBPStatisticalExtractor.class, args);  // Fill command-line options

    // Load the test (or dev) data
    forceTrack(""Test data"");
    List<Pair<KBPInput, String>> testExamples = KBPRelationExtractor.readDataset(TEST_FILE);
    log.info(""Read "" + testExamples.size() + "" examples"");
    endTrack(""Test data"");

    // If we can't find an existing model, train one
    if (!IOUtils.existsInClasspathOrFileSystem(MODEL_FILE)) {
      forceTrack(""Training data"");
      List<Pair<KBPInput, String>> trainExamples = KBPRelationExtractor.readDataset(TRAIN_FILE);
      log.info(""Read "" + trainExamples.size() + "" examples"");
      log.info("""" + trainExamples.stream().map(Pair::second).filter(NO_RELATION::equals).count() + "" are "" + NO_RELATION);
      endTrack(""Training data"");

      // Featurize + create the dataset
      forceTrack(""Creating dataset"");
      RVFDataset<String, String> dataset = new RVFDataset<>();
      final AtomicInteger i = new AtomicInteger(0);
      long beginTime = System.currentTimeMillis();
      trainExamples.stream().parallel().forEach(example -> {
        if (i.incrementAndGet() % 1000 == 0) {
          log.info(""["" + Redwood.formatTimeDifference(System.currentTimeMillis() - beginTime) +
              ""] Featurized "" + i.get() + "" / "" + trainExamples.size() + "" examples"");
        }
        Counter<String> features = features(example.first);  // This takes a while per example
        synchronized (dataset) {
          dataset.add(new RVFDatum<>(features, example.second));
        }
      });
      trainExamples.clear();  // Free up some memory
      endTrack(""Creating dataset"");

      // Train the classifier
      log.info(""Training classifier:"");
      Classifier<String, String> classifier = trainMultinomialClassifier(dataset, FEATURE_THRESHOLD, SIGMA);
      dataset.clear();  // Free up some memory

      // Save the classifier
      IOUtils.writeObjectToFile(new KBPStatisticalExtractor(classifier), MODEL_FILE);
    }

    // Read either a newly-trained or pre-trained model
    Object model = IOUtils.readObjectFromURLOrClasspathOrFileSystem(MODEL_FILE);
    KBPStatisticalExtractor classifier;
    if (model instanceof Classifier) {
      //noinspection unchecked
      classifier = new KBPStatisticalExtractor((Classifier<String, String>) model);
    } else {
      classifier = ((KBPStatisticalExtractor) model);
    }

    // Evaluate the model
    classifier.computeAccuracy(testExamples.stream(), PREDICTIONS.map(x -> {
      try {
        return ""stdout"".equalsIgnoreCase(x) ? System.out : new PrintStream(new FileOutputStream(x));
      } catch (IOException e) {
        throw new RuntimeIOException(e);
      }
    }));
  }","Score the given input, returning both the classification decision and the probability of that decision.",0,773
6124,"public Connection getConnection() throws ResourceException {
		ConnectionFactory targetConnectionFactory = obtainTargetConnectionFactory();
		Connection con = ConnectionFactoryUtils.doGetConnection(targetConnectionFactory);
		return getTransactionAwareConnectionProxy(con, targetConnectionFactory);
	}",Delegate to ConnectionFactoryUtils for automatically participating in Spring-managed transactions.,0,56
7672,"public long set(long instant, int year) {
        Utils.verifyValueBounds(this, Math.abs(year),
                                iChronology.getMinYear(), iChronology.getMaxYear());
        //
        // Do nothing if no real change is requested.
        //
        int thisWeekyear = get( instant );
        if ( thisWeekyear == year ) {
            return instant;
        }
        //
        // Calculate the DayOfWeek (to be preserved).
        //
        int thisDow = iChronology.dayOfWeek().get( instant );
        //
        // Calculate the maximum weeks in the target year.
        //
        int weeksInFromYear = iChronology.getWeeksInYear( thisWeekyear );
        int weeksInToYear = iChronology.getWeeksInYear( year );
        int maxOutWeeks = (weeksInToYear < weeksInFromYear) ?
            weeksInToYear : weeksInFromYear;
        //
        // Get the current week of the year. This will be preserved in
        // the output unless it is greater than the maximum possible
        // for the target weekyear.  In that case it is adjusted
        // to the maximum possible.
        //
        int setToWeek = iChronology.weekOfWeekyear().get( instant );
        if ( setToWeek > maxOutWeeks ) {
            setToWeek = maxOutWeeks;
        }
        //
        // Get a wroking copy of the current date-time.
        // This can be a convenience for debugging.
        //
        long workInstant = instant; // Get a copy
        //
        // Attempt to get close to the proper weekyear.
        // Note - we cannot currently call ourself, so we just call
        // set for the year.  This at least gets us close.
        //
        workInstant = iChronology.year().set( workInstant, year );
        //
        // Calculate the weekyear number for the get close to value
        // (which might not be equal to the year just set).
        //
        int workWoyYear = iChronology.weekyear().get( workInstant );

        //
        // At most we are off by one year, which can be ""fixed"" by
        // adding/subtracting a week.
        //
        if ( workWoyYear < year ) {
            workInstant += DateTimeConstants.MILLIS_PER_WEEK;
        } else if ( workWoyYear > year ) {
            workInstant -= DateTimeConstants.MILLIS_PER_WEEK;
        }
        //
        // Set the proper week in the current weekyear.
        //

        // BEGIN: possible set WeekOfWeekyear logic.
        int currentWoyWeek = iChronology.weekOfWeekyear().get( workInstant );
        // No range check required (we already know it is OK).
        workInstant = workInstant + (setToWeek - currentWoyWeek)
            * (long)DateTimeConstants.MILLIS_PER_WEEK;
        // END: possible set WeekOfWeekyear logic.

        //
        // Reset DayOfWeek to previous value.
        //
        workInstant = iChronology.dayOfWeek().set( workInstant, thisDow );
        //
        // Return result.
        //
        return workInstant;
    }",Set the Year of a week based year component of the specified time instant.,0,546
5887,"public String getName() {
        Object fieldValue = this.getFieldValue(""ID"");
        if (fieldValue instanceof Structure) {
            Structure id = (Structure) fieldValue;
            return id == null ? null : id.getFieldValue(""name"").toString().substring(2);// blender adds 2-charactes as a name prefix
        }
        Object name = this.getFieldValue(""name"", null);
        return name == null ? null : name.toString().substring(2);
    }",This method returns the name of the structure.,0,144
7432,"private Node removeOneNodeFromToVisitSet() {
        final Iterator<Node> iterator = this.toVisit.iterator();
        final Node node = iterator.next();
        iterator.remove();
        return node;
      }",Removes one node from the toVisit set and returns that node.,0,64
5918,"public boolean next()
    {
        return (++currentPos < size);
    }",Sets the current position of the Data set to the next row.,0,28
6464,"private boolean verticalHitTest(Vector3f origin) {
        boolean result = false;
        for (int x = -1; x < 2; ++x) {
            for (int z = -1; z < 2; ++z) {
                for (int y = -1; y < 1; ++y) {
                    Vector3f blockPos = new Vector3f((int) (origin.x + x + 0.5f), (int) (origin.y + y + 0.5f), (int) (origin.z + z + 0.5f));
                    int blockType1 = _parent.getBlock((int) (blockPos.x + 0.5f), (int) (blockPos.y + 0.5f), (int) (blockPos.z + 0.5f));

                    if (!Block.getBlock(blockType1).isPenetrable()) {
                        if (_position.x + 0.1f > blockPos.x - 0.5f && _position.x - 0.1f < blockPos.x + 0.5f && _position.z + 0.1f > blockPos.z - 0.5f && _position.z - 0.1f < blockPos.z + 0.5f && _position.y + 0.1f > blockPos.y - 0.5f && _position.y - 0.1f < blockPos.y + 0.5f) {
                            //Vector3f normal = new Vector3f(0f, y, 0f).normalise(null);
                            result = true;

                            _position.y = origin.y;
                            _gravity = 0f;
                        }
                    }
                }
            }
        }

        return result;
    }",TODO: Check for blocks above the player!,0,440
7815,"public Action doCometSupport(AtmosphereRequest req, AtmosphereResponse res) throws IOException, ServletException {
        req.setAttribute(BROADCASTER_FACTORY, broadcasterFactory);
        req.setAttribute(PROPERTY_USE_STREAM, useStreamForFlushingComments);
        req.setAttribute(BROADCASTER_CLASS, broadcasterClassName);
        req.setAttribute(ATMOSPHERE_CONFIG, config);

        AtmosphereRequest r = null;
        Action a = null;
        try {
            if (config.getInitParameter(ALLOW_QUERYSTRING_AS_REQUEST) != null
                    && (isIECandidate(req) || req.getParameter(HeaderConfig.JSONP_CALLBACK_NAME) != null)
                    && req.getAttribute(WebSocket.WEBSOCKET_SUSPEND) == null) {

                Map<String, String> headers = configureQueryStringAsRequest(req);
                String body = headers.remove(ATMOSPHERE_POST_BODY);
                if (body != null && body.isEmpty()) {
                    body = null;
                }

                r = new AtmosphereRequest.Builder()
                        .headers(headers)
                        .method(body != null && req.getMethod().equalsIgnoreCase(""GET"") ? ""POST"" : req.getMethod())
                        .body(body)
                        .request(req).build();

                a = cometSupport.service(r, res);
            } else {
                if (AtmosphereRequest.class.isAssignableFrom(req.getClass())) {
                    return cometSupport.service(req, res);
                } else {
                    return cometSupport.service(AtmosphereRequest.wrap(req), res);
                }
            }
        } catch (IllegalStateException ex) {
            if (ex.getMessage() != null && ex.getMessage().startsWith(""Tomcat failed"")) {
                if (!isFilter) {
                    logger.warn(""Failed using comet support: {}, error: {} Is the Nio or Apr Connector enabled?"", cometSupport.getClass().getName(),
                            ex.getMessage());
                    logger.warn(""Using BlockingIOCometSupport."");
                }
                logger.trace(ex.getMessage(), ex);

                cometSupport = new BlockingIOCometSupport(config);
                doCometSupport(req, res);
            } else {
                logger.error(""AtmosphereServlet exception"", ex);
                throw ex;
            }
        } finally {
            if (r != null && a != null && a.type != Action.TYPE.SUSPEND) {
                r.destroy();
            }
        }
        return null;
    }",Invoke the proprietary  CometSupport,0,646
7405,"private IgfsHadoopFileSystem fileSystem() throws Exception {
        Configuration fsCfg = new Configuration();

        fsCfg.addResource(U.resolveIgniteUrl(""modules/core/src/test/config/hadoop/core-site-loopback.xml""));

        fsCfg.setBoolean(""fs.ggfs.impl.disable.cache"", true);

        if (logging)
            fsCfg.setBoolean(String.format(PARAM_GGFS_LOG_ENABLED, ""ggfs:ggfs-grid@""), logging);

        fsCfg.setStrings(String.format(PARAM_GGFS_LOG_DIR, ""ggfs:ggfs-grid@""), U.getIgniteHome());

        return (IgfsHadoopFileSystem)FileSystem.get(new URI(""ggfs://ggfs:ggfs-grid@/""), fsCfg);
    }",Instantiate new file system.,0,145
5479,"public NotifyBuilder whenReceived(final int number) {
        stack.add(new EventPredicateSupport() {
            private AtomicInteger current = new AtomicInteger();

            @Override
            public boolean onExchangeCreated(Exchange exchange) {
                current.incrementAndGet();
                return true;
            }

            public boolean matches() {
                return current.get() >= number;
            }

            @Override
            public void reset() {
                current.set(0);
            }

            @Override
            public String toString() {
                return ""whenReceived("" + number + "")"";
            }
        });
        return this;
    }",Sets a condition when number of  Exchange has been received.,0,186
5863,"public BooleanValueModel getIsDialogsEmpty() {
        return isDialogsEmpty;
    }",Dialogs empty View Model,0,19
7820,"public ProcessingColorProvider getProcessingColorProvider() {
		return (fColorProvider == null) ? new ProcessingColorProvider() : fColorProvider;
	}",Returns the shared color provider.,0,38
6083,"public static StreamExecutionEnvironment getExecutionEnvironment() {
		ExecutionEnvironment env = ExecutionEnvironment.getExecutionEnvironment();
		if (env instanceof ContextEnvironment) {
			ContextEnvironment ctx = (ContextEnvironment) env;
			return createContextEnvironment(ctx.getClient(), ctx.getJars(),
					ctx.getDegreeOfParallelism());
		} else if (env instanceof OptimizerPlanEnvironment | env instanceof PreviewPlanEnvironment) {
			return new StreamPlanEnvironment(env);
		} else {
			return createLocalEnvironment();
		}
	}",Creates an execution environment that represents the context in which the program is currently executed.,0,138
7375,"public ContainerConfiguration build() {
      return new ContainerConfiguration(
          creationTime,
          entrypoint,
          programArguments,
          environmentMap == null ? null : ImmutableMap.copyOf(environmentMap),
          exposedPorts == null ? null : ImmutableList.copyOf(exposedPorts),
          labels == null ? null : ImmutableMap.copyOf(labels),
          user);
    }",Builds the  ContainerConfiguration.,0,104
7388,"public EqualsBuilder append(int lhs, int rhs) {
        isEquals &= (lhs == rhs);
        return this;
    }",Test if two ints are equal.,0,43
6266,"public static String removeCR( String in ) {
    char[] inArray = in.toCharArray();
    StringBuffer out = new StringBuffer( inArray.length );
    for ( int i = 0; i < inArray.length; i++ ) {
      char c = inArray[i];
      if ( c != '\n' ) {
        out.append( c );
      }
    }
    return out.toString();
  } // removeCR",Remove CR / LF from String,0,144
5931,"public boolean delete(Path path, boolean recursive) throws IOException {
    LOG.info(""delete({}, {})"", path, recursive);
    if (mStatistics != null) {
      mStatistics.incrementWriteOps(1);
    }
    AlluxioURI uri = new AlluxioURI(HadoopUtils.getPathWithoutScheme(path));
    DeleteOptions options = DeleteOptions.defaults().setRecursive(recursive);
    try {
      mFileSystem.delete(uri, options);
      return true;
    } catch (InvalidPathException | FileDoesNotExistException e) {
      LOG.info(""delete failed: {}"", e.getMessage());
      return false;
    } catch (AlluxioException e) {
      throw new IOException(e);
    }
  }",Attempts to delete the file or directory with the specified path.,0,198
7282,"private Expression compileExpression() throws ParseException {
    try {
      Tree antlrTree = getAntlrComputedExpressionTree();
      
      beginCompile();
      recursiveCompile(antlrTree, ComputedType.DOUBLE);
      endCompile();
      
      Class<? extends Expression> evaluatorClass = new Loader(getClass().getClassLoader())
        .define(COMPILED_EXPRESSION_CLASS, classWriter.toByteArray());
      Constructor<? extends Expression> constructor = evaluatorClass.getConstructor(String.class, String[].class);
      return constructor.newInstance(sourceText, externalsMap.keySet().toArray(new String[externalsMap.size()]));
    } catch (InstantiationException | IllegalAccessException | NoSuchMethodException | InvocationTargetException exception) {
      throw new IllegalStateException(""An internal error occurred attempting to compile the expression ("" + sourceText + "")."", exception);
    }
  }",Compiles the given expression.,0,221
7095,"public List<RosterEntry> getEntries() {
        synchronized (entries) {
            return new ArrayList<>(entries);
        }
    }",Returns an copied list of all entries in the group.,0,41
7704,"public static OperaDriverService createDefaultService() {
    return new Builder().build();
  }",Configures and returns a new  OperaDriverService using the default configuration.,0,29
5794,"public int getDimensionSystem() {
        return typeAndDimensionSystem / 1_000;
    }",Return a minimal dimension system that can be used for this geometry.,0,23
